LGA,Climate,Crop,N,P,K,pH,Temp,Rainfall,Salinity
Pankshin,Highland,Onion,98.7,56.25,97.8,6.02,16.34,377.61,1.12
Pankshin,Highland,Onion,69.84,54.88,48.1,6.33,13.33,383.66,1.42
Pankshin,Highland,Onion,45.0,18.75,33.75,5.92,15.09,687.5,0.97
Pankshin,Highland,Onion,98.86,32.78,56.73,6.05,16.58,394.34,1.62
Pankshin,Highland,Onion,65.33,18.75,37.46,5.76,11.84,687.5,0.72
Pankshin,Highland,Onion,45.0,25.23,33.75,5.71,17.61,503.84,1.62
Pankshin,Highland,Onion,45.0,29.83,71.28,5.28,13.72,491.28,1.35
Pankshin,Highland,Onion,74.14,28.17,94.56,6.64,11.25,402.35,1.32
Pankshin,Highland,Onion,56.96,37.57,61.63,5.7,18.58,565.85,1.11
Pankshin,Highland,Onion,50.54,40.74,53.38,5.25,13.57,636.81,0.63
Pankshin,Highland,Onion,46.2,38.44,62.1,6.62,13.8,559.96,0.36
Pankshin,Highland,Onion,62.29,40.63,33.75,6.89,14.08,443.89,0.81
Pankshin,Highland,Onion,47.04,36.5,66.84,5.76,18.48,401.94,1.36
Pankshin,Highland,Onion,63.0,33.41,60.85,5.98,16.03,614.86,1.26
Pankshin,Highland,Onion,51.61,38.94,33.75,5.87,19.43,457.51,1.15
Pankshin,Highland,Onion,45.0,40.76,57.94,5.86,11.25,687.5,0.3
Pankshin,Highland,Onion,64.22,34.83,60.02,5.49,11.65,662.11,0.68
Pankshin,Highland,Onion,53.26,32.84,82.17,6.47,11.25,558.05,0.3
Pankshin,Highland,Onion,52.66,34.42,43.49,5.86,17.97,447.42,0.81
Pankshin,Highland,Onion,45.0,44.02,59.06,6.65,11.25,565.62,0.47
Pankshin,Highland,Onion,65.92,44.73,52.62,6.02,14.19,532.33,0.33
Pankshin,Highland,Onion,59.3,47.01,59.84,5.86,11.25,589.81,0.98
Pankshin,Highland,Onion,115.02,46.12,55.82,6.06,16.47,516.86,1.42
Pankshin,Highland,Onion,45.0,38.91,33.75,5.01,16.6,545.38,0.62
Pankshin,Highland,Onion,84.61,45.24,84.06,6.08,15.27,534.83,0.43
Pankshin,Highland,Onion,45.0,18.75,37.34,5.24,14.15,687.5,0.51
Pankshin,Highland,Onion,45.0,35.55,42.99,6.21,18.91,471.68,0.41
Pankshin,Highland,Onion,84.22,26.92,78.68,6.14,11.25,553.11,0.67
Pankshin,Highland,Onion,45.0,41.17,44.1,5.0,11.73,687.5,0.46
Pankshin,Highland,Onion,58.87,56.25,60.64,5.34,14.5,584.73,0.89
Pankshin,Highland,Onion,77.76,40.74,62.03,5.47,16.8,557.27,1.67
Pankshin,Highland,Onion,58.45,27.05,45.19,5.46,19.86,478.68,1.5
Pankshin,Highland,Onion,45.0,25.1,33.75,5.02,21.44,504.36,1.44
Pankshin,Highland,Onion,86.11,31.58,46.85,6.05,15.84,433.36,1.07
Pankshin,Highland,Onion,68.25,24.45,42.46,6.35,13.17,565.98,0.78
Pankshin,Highland,Onion,78.55,39.38,78.13,6.0,11.82,540.93,0.35
Pankshin,Highland,Onion,60.32,24.48,52.96,6.28,11.78,556.32,0.32
Pankshin,Highland,Onion,63.18,37.04,33.75,5.72,16.19,427.61,1.73
Pankshin,Highland,Onion,86.48,49.48,61.6,5.83,16.93,602.68,0.59
Barkin Ladi,Lowland,Irish-potato,150.0,56.58,216.33,3.78,24.3,367.83,1.59
Barkin Ladi,Lowland,Irish-potato,116.34,59.17,145.18,5.48,13.08,550.24,0.41
Barkin Ladi,Lowland,Irish-potato,150.0,70.7,90.0,4.69,13.55,590.92,0.95
Barkin Ladi,Lowland,Irish-potato,150.0,75.0,156.26,4.98,22.42,401.13,1.25
Barkin Ladi,Lowland,Irish-potato,141.23,75.0,114.3,4.29,17.77,643.97,0.63
Barkin Ladi,Lowland,Irish-potato,95.23,50.06,122.06,5.31,18.36,411.48,0.69
Barkin Ladi,Lowland,Irish-potato,126.7,59.55,161.84,3.71,19.5,375.59,1.27
Barkin Ladi,Lowland,Irish-potato,60.0,59.77,90.0,6.51,17.12,300.0,0.22
Barkin Ladi,Lowland,Irish-potato,74.99,72.76,225.0,3.16,12.35,750.0,0.64
Barkin Ladi,Lowland,Irish-potato,138.34,61.16,90.0,4.65,25.0,514.61,0.85
Barkin Ladi,Lowland,Irish-potato,150.0,47.67,152.52,4.14,18.76,355.94,1.69
Barkin Ladi,Lowland,Irish-potato,111.6,30.0,106.81,4.85,23.21,407.17,1.16
Barkin Ladi,Lowland,Irish-potato,88.24,71.02,90.0,3.9,14.91,471.6,0.45
Barkin Ladi,Lowland,Irish-potato,130.8,75.0,225.0,4.57,14.85,405.91,0.56
Barkin Ladi,Lowland,Irish-potato,149.17,75.0,209.09,4.06,17.75,560.43,1.22
Barkin Ladi,Lowland,Irish-potato,119.97,62.78,136.89,3.92,15.88,634.47,0.85
Barkin Ladi,Lowland,Irish-potato,136.58,75.0,152.16,4.38,24.06,300.0,1.88
Barkin Ladi,Lowland,Irish-potato,126.15,42.75,221.96,5.28,17.73,364.18,1.11
Barkin Ladi,Lowland,Irish-potato,134.67,67.0,90.0,6.52,21.28,300.0,0.22
Barkin Ladi,Lowland,Irish-potato,115.5,75.0,164.07,4.98,20.23,300.0,1.64
Barkin Ladi,Lowland,Irish-potato,102.26,45.87,197.43,6.1,17.64,300.0,0.85
Barkin Ladi,Lowland,Irish-potato,150.0,75.0,225.0,5.67,14.63,329.18,0.43
Barkin Ladi,Lowland,Irish-potato,122.23,49.42,225.0,5.1,21.86,300.0,1.48
Barkin Ladi,Lowland,Irish-potato,147.14,75.0,167.76,5.85,16.43,300.0,0.69
Barkin Ladi,Lowland,Irish-potato,130.22,66.01,178.48,5.85,16.91,495.76,0.22
Barkin Ladi,Lowland,Irish-potato,70.27,49.34,103.71,3.78,16.71,502.83,0.52
Barkin Ladi,Lowland,Irish-potato,150.0,30.18,172.67,6.06,19.86,300.0,1.04
Barkin Ladi,Lowland,Irish-potato,86.81,34.24,142.52,5.04,14.69,630.0,0.47
Barkin Ladi,Lowland,Irish-potato,87.81,53.17,90.0,5.39,13.21,569.38,0.33
Barkin Ladi,Lowland,Irish-potato,107.67,37.02,118.96,6.4,18.3,300.0,1.31
Barkin Ladi,Lowland,Irish-potato,70.18,48.57,98.74,4.87,16.2,667.22,0.92
Barkin Ladi,Lowland,Irish-potato,150.0,75.0,225.0,5.01,17.3,437.1,1.13
Barkin Ladi,Lowland,Irish-potato,97.7,52.0,128.94,4.92,16.91,594.49,0.7
Barkin Ladi,Lowland,Irish-potato,120.84,64.84,90.0,5.42,15.03,474.63,0.65
Barkin Ladi,Lowland,Irish-potato,144.61,75.0,204.34,4.83,23.76,314.58,1.27
Barkin Ladi,Lowland,Irish-potato,133.08,59.74,225.0,5.14,16.15,341.66,1.39
Barkin Ladi,Lowland,Irish-potato,120.6,75.0,187.2,3.92,17.56,472.78,1.5
Barkin Ladi,Lowland,Irish-potato,150.0,65.59,135.24,4.49,11.39,647.31,0.71
Barkin Ladi,Lowland,Irish-potato,123.97,36.4,142.95,5.33,17.02,658.84,0.99
Barkin Ladi,Lowland,Irish-potato,150.0,75.0,136.06,4.35,21.69,317.87,0.86
Barkin Ladi,Lowland,Irish-potato,106.35,75.0,145.51,5.22,12.9,348.61,1.22
Barkin Ladi,Lowland,Irish-potato,147.2,69.99,195.91,3.6,21.84,358.49,1.62
Barkin Ladi,Lowland,Irish-potato,93.45,64.29,113.0,3.9,25.0,300.0,1.88
Barkin Ladi,Lowland,Irish-potato,114.74,56.38,101.16,5.06,23.83,406.58,1.08
Barkin Ladi,Lowland,Irish-potato,145.33,49.7,144.06,3.54,22.89,300.0,1.88
Barkin Ladi,Lowland,Irish-potato,150.0,75.0,90.0,6.33,18.73,396.52,0.23
Barkin Ladi,Lowland,Irish-potato,94.63,75.0,156.17,3.58,16.14,464.01,1.15
Barkin Ladi,Lowland,Irish-potato,150.0,75.0,219.74,4.89,19.59,484.05,0.69
Barkin Ladi,Lowland,Irish-potato,132.65,64.14,217.77,3.1,20.87,472.35,1.54
Barkin Ladi,Lowland,Irish-potato,150.0,68.46,188.4,4.16,21.37,300.0,1.82
Barkin Ladi,Lowland,Tomato,140.11,80.8,222.44,3.81,26.2,431.24,1.66
Barkin Ladi,Lowland,Tomato,154.7,79.88,185.58,3.75,25.01,579.62,0.38
Barkin Ladi,Lowland,Tomato,138.68,93.52,264.99,5.9,23.68,320.42,1.81
Barkin Ladi,Lowland,Tomato,159.94,83.18,191.5,6.41,22.45,320.34,0.99
Barkin Ladi,Lowland,Tomato,156.91,96.65,237.0,6.62,22.38,326.81,1.29
Barkin Ladi,Lowland,Tomato,111.95,114.68,234.98,5.24,26.89,419.11,1.21
Barkin Ladi,Lowland,Tomato,135.96,119.13,179.68,5.11,20.87,370.19,1.09
Barkin Ladi,Lowland,Tomato,100.23,122.58,163.1,6.31,31.25,300.0,1.08
Barkin Ladi,Lowland,Tomato,172.81,127.41,189.5,5.4,20.46,352.94,2.29
Barkin Ladi,Lowland,Tomato,187.5,106.25,278.83,4.3,23.6,444.67,2.36
Barkin Ladi,Lowland,Tomato,98.05,127.81,146.69,4.36,25.9,460.55,1.26
Barkin Ladi,Lowland,Tomato,187.5,110.87,229.21,5.71,27.61,381.34,1.35
Barkin Ladi,Lowland,Tomato,154.15,95.24,163.59,6.98,13.5,469.19,0.38
Barkin Ladi,Lowland,Tomato,131.47,107.45,292.77,7.08,28.27,362.13,1.31
Barkin Ladi,Lowland,Tomato,159.44,128.69,206.58,5.58,25.89,342.99,0.77
Barkin Ladi,Lowland,Tomato,187.5,81.22,207.04,6.65,26.85,300.0,2.3
Barkin Ladi,Lowland,Tomato,82.46,48.75,149.2,6.41,16.76,423.04,1.6
Barkin Ladi,Lowland,Tomato,121.77,137.45,212.36,7.4,29.76,327.33,1.37
Barkin Ladi,Lowland,Tomato,148.92,104.08,169.09,5.81,18.74,500.35,0.74
Barkin Ladi,Lowland,Tomato,142.31,67.84,179.21,7.19,29.66,364.71,1.43
Barkin Ladi,Lowland,Tomato,163.03,126.48,213.72,5.0,24.93,393.16,2.49
Barkin Ladi,Lowland,Tomato,151.08,126.02,183.8,7.53,25.93,585.9,0.5
Barkin Ladi,Lowland,Tomato,145.94,76.6,227.17,7.82,27.24,300.0,1.24
Barkin Ladi,Lowland,Tomato,109.36,102.56,279.87,8.52,25.69,300.0,0.38
Barkin Ladi,Lowland,Tomato,187.5,105.13,202.32,5.47,27.39,404.36,2.04
Barkin Ladi,Lowland,Tomato,171.42,118.68,274.75,5.71,26.35,339.06,1.4
Barkin Ladi,Lowland,Tomato,143.87,127.74,207.31,8.51,22.35,300.0,0.38
Barkin Ladi,Lowland,Tomato,172.45,64.91,237.71,3.76,27.88,372.9,2.5
Barkin Ladi,Lowland,Tomato,173.52,137.5,153.09,6.52,28.51,410.36,1.0
Barkin Ladi,Lowland,Tomato,187.5,131.9,201.97,7.75,27.5,300.0,1.83
Barkin Ladi,Lowland,Tomato,163.38,109.25,120.0,5.79,25.81,300.0,2.35
Barkin Ladi,Lowland,Tomato,140.06,78.41,248.81,7.86,23.04,307.98,0.61
Barkin Ladi,Lowland,Tomato,170.33,135.19,251.41,8.35,26.98,300.0,0.96
Barkin Ladi,Lowland,Tomato,156.92,98.51,236.59,7.66,27.59,398.89,1.5
Barkin Ladi,Lowland,Tomato,187.5,60.18,199.44,5.61,30.04,327.29,1.82
Barkin Ladi,Lowland,Tomato,139.07,89.57,252.46,5.16,30.74,340.51,2.2
Barkin Ladi,Lowland,Tomato,147.63,88.25,221.68,5.76,28.46,451.54,0.91
Barkin Ladi,Lowland,Tomato,187.5,137.5,290.33,5.47,19.98,309.64,1.13
Barkin Ladi,Lowland,Tomato,146.44,104.87,120.0,7.49,25.49,300.0,1.34
Barkin Ladi,Lowland,Tomato,158.1,100.42,300.0,6.06,29.28,327.08,1.28
Barkin Ladi,Lowland,Tomato,142.68,96.2,171.09,6.52,22.24,304.21,2.07
Barkin Ladi,Lowland,Tomato,125.28,89.39,241.11,5.44,21.24,347.82,2.16
Barkin Ladi,Lowland,Tomato,117.91,50.55,195.02,6.14,28.8,300.0,1.75
Barkin Ladi,Lowland,Tomato,135.23,110.61,261.28,5.24,29.42,544.37,2.01
Barkin Ladi,Lowland,Tomato,151.41,94.22,154.97,4.99,19.21,710.8,0.38
Barkin Ladi,Lowland,Tomato,149.51,99.16,222.32,6.92,20.52,465.8,0.42
Barkin Ladi,Lowland,Tomato,141.3,94.51,120.0,4.38,21.03,617.03,1.68
Barkin Ladi,Lowland,Tomato,187.5,137.5,267.69,8.11,28.88,300.0,1.09
Barkin Ladi,Lowland,Tomato,121.42,82.98,127.07,6.3,24.58,300.0,2.34
Barkin Ladi,Lowland,Tomato,153.66,79.4,220.26,5.4,25.1,528.26,1.28
Barkin Ladi,Lowland,Groundnut,25.0,50.0,34.48,6.15,24.49,592.21,1.1
Barkin Ladi,Lowland,Groundnut,25.0,16.69,18.75,5.79,27.0,657.05,1.01
Barkin Ladi,Lowland,Groundnut,25.0,32.05,35.22,6.93,24.23,463.75,1.19
Barkin Ladi,Lowland,Groundnut,25.0,48.61,37.77,6.83,28.1,375.0,0.88
Barkin Ladi,Lowland,Groundnut,25.0,32.49,46.82,7.59,27.49,375.0,1.09
Barkin Ladi,Lowland,Groundnut,25.0,50.0,48.5,5.7,29.01,643.41,0.81
Barkin Ladi,Lowland,Groundnut,25.0,50.0,33.98,6.35,27.29,554.3,0.45
Barkin Ladi,Lowland,Groundnut,25.0,26.63,28.83,6.71,28.33,375.0,0.7
Barkin Ladi,Lowland,Groundnut,25.0,41.79,19.31,6.43,23.4,468.31,0.69
Barkin Ladi,Lowland,Groundnut,25.0,30.85,41.44,5.52,28.49,513.62,0.83
Barkin Ladi,Lowland,Groundnut,25.0,42.27,44.82,5.72,23.66,641.04,1.07
Barkin Ladi,Lowland,Groundnut,25.0,21.92,29.78,6.4,21.8,739.8,0.15
Barkin Ladi,Lowland,Groundnut,25.0,50.0,44.3,6.18,27.84,464.88,0.91
Barkin Ladi,Lowland,Groundnut,25.0,50.0,27.0,4.54,31.62,696.08,1.34
Barkin Ladi,Lowland,Groundnut,25.0,50.0,43.16,7.04,28.2,398.36,0.99
Barkin Ladi,Lowland,Groundnut,25.0,50.0,46.68,7.21,27.01,455.64,0.61
Barkin Ladi,Lowland,Groundnut,25.0,48.6,28.15,6.44,20.79,653.43,0.19
Barkin Ladi,Lowland,Groundnut,25.0,38.9,42.2,5.51,27.21,580.35,0.68
Barkin Ladi,Lowland,Groundnut,25.0,27.36,29.21,6.69,28.26,502.42,0.96
Barkin Ladi,Lowland,Groundnut,25.0,43.26,32.92,6.86,30.0,511.72,1.03
Barkin Ladi,Lowland,Groundnut,25.0,41.47,41.05,7.36,30.65,375.0,1.49
Barkin Ladi,Lowland,Groundnut,25.0,23.01,39.26,7.92,28.49,375.0,1.14
Barkin Ladi,Lowland,Groundnut,25.0,50.0,34.94,6.81,31.0,455.91,0.87
Barkin Ladi,Lowland,Groundnut,25.0,26.24,44.2,5.61,28.42,493.18,1.31
Barkin Ladi,Lowland,Groundnut,25.0,31.74,36.75,6.05,27.36,626.5,1.14
Barkin Ladi,Lowland,Groundnut,25.0,16.7,37.9,6.19,30.22,541.49,0.92
Barkin Ladi,Lowland,Groundnut,25.0,47.22,35.61,5.06,33.73,585.53,1.37
Barkin Ladi,Lowland,Groundnut,25.0,40.37,37.57,6.91,26.87,375.0,1.26
Barkin Ladi,Lowland,Groundnut,25.0,41.54,22.71,6.48,27.51,552.35,0.9
Barkin Ladi,Lowland,Groundnut,25.0,50.0,40.78,7.69,23.5,402.36,0.72
Barkin Ladi,Lowland,Groundnut,25.0,32.01,42.37,5.52,25.2,776.18,0.54
Barkin Ladi,Lowland,Groundnut,25.0,43.0,47.91,6.26,33.21,681.97,1.47
Barkin Ladi,Lowland,Groundnut,25.0,50.0,39.26,6.15,27.17,499.08,0.75
Barkin Ladi,Lowland,Groundnut,25.0,30.01,26.1,6.34,22.22,696.47,0.47
Barkin Ladi,Lowland,Groundnut,25.0,50.0,35.31,7.14,31.74,391.66,1.02
Barkin Ladi,Lowland,Groundnut,25.0,41.13,38.86,6.37,33.75,426.76,1.0
Barkin Ladi,Lowland,Groundnut,25.0,20.41,21.43,5.86,27.3,622.71,0.78
Barkin Ladi,Lowland,Groundnut,25.0,11.25,22.66,5.98,21.39,784.91,0.26
Barkin Ladi,Lowland,Groundnut,25.0,33.71,32.75,6.1,32.93,601.86,1.13
Barkin Ladi,Lowland,Groundnut,25.0,15.86,36.88,6.73,28.84,473.1,1.07
Barkin Ladi,Lowland,Groundnut,25.0,24.07,18.75,7.54,25.37,408.89,0.8
Barkin Ladi,Lowland,Groundnut,19.08,22.79,34.02,6.41,29.63,621.67,0.43
Barkin Ladi,Lowland,Groundnut,25.0,40.71,43.84,5.83,30.11,514.5,1.03
Barkin Ladi,Lowland,Groundnut,25.0,45.08,34.21,6.04,35.0,440.26,1.5
Barkin Ladi,Lowland,Groundnut,25.0,50.0,44.54,7.76,28.17,378.05,0.29
Barkin Ladi,Lowland,Groundnut,25.0,47.74,25.39,5.6,32.3,679.77,0.9
Barkin Ladi,Lowland,Groundnut,25.0,35.08,30.01,6.48,24.62,446.74,0.62
Barkin Ladi,Lowland,Groundnut,25.0,11.25,18.75,6.75,24.45,443.44,0.98
Barkin Ladi,Lowland,Groundnut,25.0,50.0,39.23,6.39,29.42,496.53,1.15
Barkin Ladi,Lowland,Groundnut,25.0,43.67,46.97,7.28,33.06,394.29,1.2
Barkin Ladi,Lowland,Pepper,156.72,33.88,95.17,6.36,20.56,477.84,2.06
Barkin Ladi,Lowland,Pepper,212.5,61.64,55.01,5.63,22.24,738.49,1.68
Barkin Ladi,Lowland,Pepper,130.63,42.44,41.25,6.08,30.78,1217.43,1.2
Barkin Ladi,Lowland,Pepper,156.81,45.17,125.0,6.38,15.18,847.69,1.51
Barkin Ladi,Lowland,Pepper,143.93,36.04,51.68,6.52,26.57,1041.41,0.9
Barkin Ladi,Lowland,Pepper,169.24,41.43,76.37,5.41,20.81,944.34,1.9
Barkin Ladi,Lowland,Pepper,178.18,62.5,88.01,7.07,20.15,450.0,1.6
Barkin Ladi,Lowland,Pepper,174.07,47.05,68.94,6.62,24.12,1343.23,1.27
Barkin Ladi,Lowland,Pepper,118.87,30.58,113.68,6.5,21.03,682.07,1.4
Barkin Ladi,Lowland,Pepper,75.0,23.49,84.3,5.96,30.14,974.32,1.48
Barkin Ladi,Lowland,Pepper,152.88,36.33,107.98,5.78,33.75,662.81,2.19
Barkin Ladi,Lowland,Pepper,145.8,50.38,116.61,6.07,33.75,450.0,2.01
Barkin Ladi,Lowland,Pepper,142.3,47.9,94.55,6.26,33.69,653.87,2.5
Barkin Ladi,Lowland,Pepper,132.99,59.3,44.24,4.64,13.5,1562.5,0.46
Barkin Ladi,Lowland,Pepper,153.13,39.07,87.3,4.65,28.74,1294.3,1.53
Barkin Ladi,Lowland,Pepper,205.82,62.23,81.05,7.0,33.56,450.0,1.68
Barkin Ladi,Lowland,Pepper,212.5,62.5,55.77,6.94,28.73,450.0,1.47
Barkin Ladi,Lowland,Pepper,109.52,54.87,67.9,6.7,18.22,1059.54,1.44
Barkin Ladi,Lowland,Pepper,181.9,53.81,47.25,6.92,30.47,450.0,2.06
Barkin Ladi,Lowland,Pepper,169.05,34.61,101.3,6.53,23.68,707.1,1.93
Barkin Ladi,Lowland,Pepper,184.13,52.97,105.04,6.5,30.83,725.76,1.34
Barkin Ladi,Lowland,Pepper,212.5,35.71,113.82,4.89,20.78,1562.5,1.4
Barkin Ladi,Lowland,Pepper,212.5,62.5,109.45,7.25,29.59,574.55,2.11
Barkin Ladi,Lowland,Pepper,122.28,53.72,72.27,4.12,19.08,1562.5,1.41
Barkin Ladi,Lowland,Pepper,155.07,62.5,59.57,7.04,28.45,450.0,2.16
Barkin Ladi,Lowland,Pepper,117.49,62.19,76.3,5.62,33.75,524.31,2.5
Barkin Ladi,Lowland,Pepper,167.0,62.5,95.38,7.53,27.15,858.96,0.45
Barkin Ladi,Lowland,Pepper,135.78,33.37,74.69,6.0,19.59,706.41,2.0
Barkin Ladi,Lowland,Pepper,203.15,30.06,79.93,4.64,23.78,830.39,1.97
Barkin Ladi,Lowland,Pepper,136.39,27.38,69.94,7.37,28.05,450.0,1.36
Barkin Ladi,Lowland,Pepper,212.5,45.52,84.11,8.16,26.08,450.0,0.9
Barkin Ladi,Lowland,Pepper,113.94,57.42,80.68,7.66,27.43,450.0,1.87
Barkin Ladi,Lowland,Pepper,200.25,60.73,125.0,7.84,28.63,548.32,1.48
Barkin Ladi,Lowland,Pepper,163.69,34.45,48.28,6.83,28.93,1077.75,1.23
Barkin Ladi,Lowland,Pepper,140.57,37.7,94.28,6.44,28.68,975.16,1.97
Barkin Ladi,Lowland,Pepper,212.5,46.93,125.0,6.6,24.71,576.34,1.45
Barkin Ladi,Lowland,Pepper,186.91,59.37,81.62,6.33,28.83,1009.92,1.02
Barkin Ladi,Lowland,Pepper,116.98,60.51,125.0,4.96,26.8,806.78,1.9
Barkin Ladi,Lowland,Pepper,86.43,33.48,86.55,6.29,29.7,885.24,1.07
Barkin Ladi,Lowland,Pepper,75.0,18.75,41.25,7.93,25.64,544.41,0.92
Barkin Ladi,Lowland,Pepper,189.59,38.19,66.28,6.14,14.57,1232.43,0.45
Barkin Ladi,Lowland,Pepper,85.22,62.5,97.8,6.8,25.48,686.68,1.16
Barkin Ladi,Lowland,Pepper,158.47,23.62,125.0,6.76,28.9,1184.11,1.39
Barkin Ladi,Lowland,Pepper,167.46,33.53,73.82,4.85,27.99,679.22,1.76
Barkin Ladi,Lowland,Pepper,194.05,45.88,58.34,5.62,27.56,1113.74,2.03
Barkin Ladi,Lowland,Pepper,187.56,51.74,101.24,5.02,24.21,1069.51,1.01
Barkin Ladi,Lowland,Pepper,157.11,57.96,99.04,8.51,25.81,952.2,0.45
Barkin Ladi,Lowland,Pepper,135.88,49.45,93.8,6.43,19.17,492.52,2.16
Barkin Ladi,Lowland,Pepper,136.93,47.36,79.47,7.36,24.39,634.96,1.68
Barkin Ladi,Lowland,Pepper,146.47,28.06,42.12,6.07,33.42,763.41,2.36
Barkin Ladi,Lowland,Cabbage,168.08,67.11,133.48,6.51,26.29,406.75,1.22
Barkin Ladi,Lowland,Cabbage,162.35,74.51,136.45,6.61,28.71,339.88,1.09
Barkin Ladi,Lowland,Cabbage,115.61,56.71,117.33,6.67,24.84,429.02,0.49
Barkin Ladi,Lowland,Cabbage,131.88,60.42,110.57,6.35,30.0,440.58,0.27
Barkin Ladi,Lowland,Cabbage,146.3,64.37,91.84,6.42,23.36,365.07,0.97
Barkin Ladi,Lowland,Cabbage,85.69,55.44,92.93,6.76,23.74,285.0,1.39
Barkin Ladi,Lowland,Cabbage,136.02,63.08,108.75,6.86,9.73,293.17,1.12
Barkin Ladi,Lowland,Cabbage,137.41,62.19,107.2,6.03,25.08,437.43,0.9
Barkin Ladi,Lowland,Cabbage,81.62,62.64,120.77,6.57,9.23,285.0,0.87
Barkin Ladi,Lowland,Cabbage,101.88,53.21,103.68,5.93,30.0,378.22,1.62
Barkin Ladi,Lowland,Cabbage,144.81,59.08,120.25,6.17,15.1,402.95,1.2
Barkin Ladi,Lowland,Cabbage,155.63,67.39,137.07,7.24,14.11,285.0,1.62
Barkin Ladi,Lowland,Cabbage,143.29,69.89,113.94,6.0,16.67,353.22,1.21
Barkin Ladi,Lowland,Cabbage,176.13,65.37,135.51,7.48,14.57,287.54,0.56
Barkin Ladi,Lowland,Cabbage,187.5,81.25,144.2,6.36,19.15,356.83,0.93
Barkin Ladi,Lowland,Cabbage,146.82,64.27,91.16,6.18,30.0,299.82,1.49
Barkin Ladi,Lowland,Cabbage,156.67,69.44,118.34,6.84,23.52,352.35,0.63
Barkin Ladi,Lowland,Cabbage,131.77,64.71,98.35,6.23,15.98,353.87,1.37
Barkin Ladi,Lowland,Cabbage,152.93,75.0,115.78,6.35,15.28,336.49,1.21
Barkin Ladi,Lowland,Cabbage,138.66,63.17,128.92,6.68,24.58,320.76,0.93
Barkin Ladi,Lowland,Cabbage,162.73,62.12,112.02,5.88,8.79,336.41,1.04
Barkin Ladi,Lowland,Cabbage,163.52,58.55,128.74,6.28,30.0,347.55,1.41
Barkin Ladi,Lowland,Cabbage,169.77,81.25,144.89,6.69,30.0,285.0,1.62
Barkin Ladi,Lowland,Cabbage,180.87,79.51,137.83,6.13,21.92,355.66,1.37
Barkin Ladi,Lowland,Cabbage,144.08,39.41,95.42,7.82,17.03,285.0,1.52
Barkin Ladi,Lowland,Cabbage,166.66,70.47,118.8,7.34,15.27,316.97,0.49
Barkin Ladi,Lowland,Cabbage,140.1,55.48,111.2,7.12,12.53,429.76,0.36
Barkin Ladi,Lowland,Cabbage,147.41,77.57,100.27,7.52,20.94,320.44,0.26
Barkin Ladi,Lowland,Cabbage,132.77,75.73,131.74,6.68,22.33,434.27,0.54
Barkin Ladi,Lowland,Cabbage,123.33,65.77,113.21,6.62,25.69,285.0,1.58
Barkin Ladi,Lowland,Cabbage,127.35,62.48,114.32,6.37,24.25,361.72,0.92
Barkin Ladi,Lowland,Cabbage,172.31,55.84,119.56,7.48,20.72,310.07,1.02
Barkin Ladi,Lowland,Cabbage,127.75,63.39,126.66,7.48,19.81,315.95,0.71
Barkin Ladi,Lowland,Cabbage,148.18,60.24,93.66,7.63,11.2,433.96,0.54
Barkin Ladi,Lowland,Cabbage,133.67,71.73,142.28,5.82,25.27,446.68,1.05
Barkin Ladi,Lowland,Cabbage,126.3,57.81,100.13,7.62,28.37,285.0,1.03
Barkin Ladi,Lowland,Cabbage,187.5,58.46,112.24,5.45,30.0,325.65,1.62
Barkin Ladi,Lowland,Cabbage,174.15,69.03,100.1,6.98,12.81,314.68,0.62
Barkin Ladi,Lowland,Cabbage,148.94,51.59,123.61,5.9,13.59,413.17,0.84
Barkin Ladi,Lowland,Cabbage,148.9,69.22,113.44,6.56,12.17,303.59,0.53
Barkin Ladi,Lowland,Cabbage,167.97,57.73,127.84,7.17,30.0,285.0,1.11
Barkin Ladi,Lowland,Cabbage,143.3,58.45,108.18,5.91,27.62,314.21,1.62
Barkin Ladi,Lowland,Cabbage,91.53,56.6,95.85,5.95,9.57,285.0,1.46
Barkin Ladi,Lowland,Cabbage,159.16,57.04,111.41,6.82,24.6,305.12,1.5
Barkin Ladi,Lowland,Cabbage,118.68,61.71,113.93,6.61,24.28,314.77,0.97
Barkin Ladi,Lowland,Cabbage,155.3,49.69,130.84,7.19,21.13,436.79,0.15
Barkin Ladi,Lowland,Cabbage,170.26,81.25,162.5,6.77,28.53,285.0,0.99
Barkin Ladi,Lowland,Cabbage,165.63,54.22,99.86,6.92,22.71,346.64,1.38
Barkin Ladi,Lowland,Cabbage,187.5,62.13,138.51,6.75,30.0,285.0,1.11
Barkin Ladi,Lowland,Cabbage,116.0,67.82,92.94,6.92,19.56,402.7,0.42
Barkin Ladi,Lowland,Maize,228.19,95.65,111.32,6.64,30.31,375.0,1.88
Barkin Ladi,Lowland,Maize,183.89,72.04,97.97,8.39,26.81,499.42,1.03
Barkin Ladi,Lowland,Maize,213.92,62.59,67.41,7.6,28.35,395.36,1.77
Barkin Ladi,Lowland,Maize,193.32,100.0,97.16,6.49,24.8,669.33,1.3
Barkin Ladi,Lowland,Maize,156.04,44.31,74.85,5.23,29.38,610.8,1.12
Barkin Ladi,Lowland,Maize,246.58,84.55,116.6,7.48,28.33,594.16,1.2
Barkin Ladi,Lowland,Maize,219.9,40.16,95.33,5.8,22.12,532.29,1.93
